,Type,HomeAdv,Win,PrevDiffHome1,PrevDiffAway1,PrevDiffHome2,PrevDiffAway2,PrevDiffHome3,PrevDiffAway3,PrevDiffHome4,PrevDiffAway4,PrevDiffHome5,PrevDiffAway5,PrevDiffHome6,PrevDiffAway6,PrevDiffHome7,PrevDiffAway7,PrevDiffHome8,PrevDiffAway8,PrevDiffHome9,PrevDiffAway9,PrevDiffHome10,PrevDiffAway10,dist_home,dist_away,TravelHome,TravelAway,TZDeltaHome,TZDeltaAway,team_a_ranking,team_a_points,team_b_ranking,team_b_points,Cont,ContQ,FSS,KFC,WM,WM-Q
1708,FSS,0,0.0,-5,-1,0,-3,-3,0,0,0,-1,-2,-2,1,-2,-1,-4,-8,-3,-4,-3,-2,2570.838755268679,1039.3045475161696,0.0,0.0,0.0,0.0,178.0,1203.8824894241,186.0,1127.1053675359599,0,0,1,0,0,0
1709,FSS,1,-1.0,-2,0,-2,-1,2,-3,-3,0,3,0,-3,-2,1,1,-1,-1,-6,-8,-2,-4,0.0,1039.3045475161696,260.7002042931514,0.0,0.2,0.0,139.0,1368.62737176065,186.0,1127.1053675359599,0,0,1,0,0,0
1710,FSS,1,1.0,-1,0,-2,-5,-2,0,2,-3,-3,0,3,-1,-3,-2,1,-2,-1,-4,-6,-3,0.0,2570.838755268679,0.0,0.0,0.0,0.0,139.0,1368.62737176065,178.0,1203.8824894241,0,0,1,0,0,0
1711,FSS,1,1.0,0,2,0,1,-1,1,1,0,0,-1,7,0,3,2,1,2,3,-3,-1,0,0.0,2435.6929641403212,0.0,187.36099724156327,0.0,-0.07692307692307693,74.0,1549.96220561134,70.0,1557.2922374422,0,0,1,0,0,0
1712,FSS,1,1.0,2,1,0,0,1,2,1,0,0,1,0,0,0,-1,-2,-2,-1,0,-2,0,14.859055634979114,334.2710763361912,0.0,0.0,0.0,0.0,84.0,1536.6813919908,97.0,1484.5513041594595,0,0,1,0,0,0
1713,FSS,1,1.0,0,-3,-4,-3,-4,0,-3,1,3,0,1,1,7,-1,-1,-5,0,0,0,-5,463.4346553607178,1058.4546631383994,0.0,0.0,0.0,0.0,189.0,1096.08368604718,192.0,1056.02989587351,0,0,1,0,0,0
1714,FSS,0,-1.0,0,-2,-1,0,-2,-2,-2,5,-3,0,-3,0,-4,-1,-4,-3,-2,4,-8,2,3918.0613210256593,6143.9470460623315,0.0,0.0,0.0,0.0,202.0,943.603167051906,127.0,1403.52095088091,0,0,1,0,0,0
1715,FSS,0,0.0,-2,-1,0,-3,-1,-3,-2,0,-2,1,-3,0,-3,1,-4,-1,-4,-5,-2,0,3918.0613210256593,1108.076953449572,0.0,25.57495311308539,0.0,0.0,202.0,943.603167051906,192.0,1056.02989587351,0,0,1,0,0,0
1716,FSS,1,0.0,1,2,0,-2,-4,0,-4,-2,-3,5,3,0,1,0,7,-1,-1,-3,0,4,463.4346553607178,6144.6101116578075,0.0,25.57495311308539,0.0,0.0,189.0,1096.08368604718,127.0,1403.52095088091,0,0,1,0,0,0
1717,FSS,1,1.0,0,0,1,-2,0,0,-4,-1,-4,-2,-3,-2,3,-3,1,-3,7,-4,-1,-4,440.50669958468046,3918.0613210256593,25.57495311308539,0.0,0.0,0.0,189.0,1096.08368604718,202.0,943.603167051906,0,0,1,0,0,0
1718,FSS,1,1.0,1,-2,0,0,0,0,-1,1,1,0,0,0,7,7,3,-1,1,1,3,0,0.0,1136.1874220186528,0.0,0.0,0.0,0.0,74.0,1549.96220561134,47.0,1622.52232330374,0,0,1,0,0,0
